il,ilce,istasyon,merkezId
Antalya,Kumluca,KUMLUCA/AKDAĞ KOVUCAK MEVKİ,18612
Antalya,Kaş,KAŞ/YUVACIK MEVKİ,18613
Antalya,Kaş,KAŞ/ORTABAĞ MEVKİ,18614
Antalya,Korkuteli,KORKUTELİ/KIZILCADAĞ MEVKİ,18615
Isparta,Eğirdir,EĞİRDİR/SARIİDRİS BELDESİ,18616
Antalya,Korkuteli,KORKUTELİ/HACIYUSUFLAR MEVKİ,18617
Antalya,Elmalı,ELMALI/BULANIK YAYLASI,18618
Antalya,İbradı,İBRADI/GEMBOS OVASI,18619
Burdur,Gölhisar,GÖLHİSAR/ELMALIYURT MEVKİ,18620
Burdur,Merkez,BURDUR/ERİKLİ MEVKİ,18621
Burdur,Merkez,BURDUR/YAYLABELİ KÖYÜ,18622
Burdur,Tefenni,TEFENNİ/BELKAYA KÖYÜ,18623
Isparta,Yalvaç,YALVAÇ/AKDAĞ MEVKİ,18624
Muğla,Seydikemer,SEYDİKEMER/KAVAKLI ORMAN EKİP,18625
Muğla,Fethiye,FETHİYE/NİF(ARPACIK) KÖYÜ,18626
Muğla,Köyceğiz,KÖYCEĞİZ/OTMANLAR KÖYÜ,18627
Muğla,Seydikemer,SEYDİKEMER/BOĞALAR KÖYÜ,18628
Muğla,Menteşe,MENTEŞE/ŞENYAYLA ORMAN,18629
Afyonkarahisar,Sultandağı,SULTANDAĞI/ÜÇKUYU MEVKİ,18630
Afyonkarahisar,Hocalar,HOCALAR/YEŞİLHİSAR BELDESİ,18631
Denizli,Çameli,ÇAMELİ/KİRAZLIYAYLA KÖYÜ,18632
Denizli,Kale,KALE/KIRKÖY KÖYÜ,18633
Denizli,Tavas,TAVAS/NİKFER BELDESİ,18634
Denizli,Pamukkale,PAMUKKALE/HONAZ DAĞI MİLLİ PARKI,18635
Denizli,Honaz,HONAZ/AKBAŞ KÖYÜ,18636
Denizli,Çivril,ÇİVRİL/KAVAKALANI KÖYÜ,18637
Denizli,Pamukkale,PAMUKKALE/GÜZELPINAR KÖYÜ,18638
Denizli,Kale,KALE/KARAYAYLA KÖYÜ,18639
Uşak,Banaz,BANAZ/BALTALI KÖYÜ,18640
Adana,Feke,FEKE/KALEYÜZÜ KÖYÜ,18642
Adana,Tufanbeyli,TUFANBEYLİ/EVCİ KÖYÜ,18643
Adana,Saimbeyli,SAİMBEYLİ/HALİLBEYLİ KÖYÜ,18644
Kahramanmaraş,Andırın,ANDIRIN/KALEBOYNU KÖYÜ,18645
Kahramanmaraş,Elbistan,ELBİSTAN/AKARCA MEVKİ,18646
Kahramanmaraş,Elbistan,ELBİSTAN/KANGAL KÖYÜ,18647
Antalya,Kaş,KAŞ/YAYLAPALAMUT MEVKİ,18648
Kahramanmaraş,Ekinözü,EKİNÖZÜ/ALİŞAR KÖYÜ,18649
Mersin,Gülnar,GÜLNAR/KONUR MEVKİ,18650
Mersin,Erdemli,ERDEMLİ/YAĞDA KÖYÜ,18651
Mersin,Silifke,SİLİFKE/GÜNDÜZLER KÖYÜ,18652
Mersin,Mut,MUT/TOZLU YAYLASI,18653
Mersin,Bozyazı,BOZYAZI/AKPINAR YAYLASI,18654
Mersin,Mut,MUT/KIZILALAN MEVKİ,18655
Kahramanmaraş,Türkoğlu,TÜRKOĞLU/ÇAKIROĞLU KÖYÜ,18658
Yozgat,Boğazlıyan,BOĞAZLIYAN/OVAKENT BELDESİ,18659
Kayseri,Yahyalı,YAHYALI/DEREBAĞ KÖYÜ,18660
Kayseri,Yahyalı,YAHYALI/AVLAĞA KÖYÜ,18661
Kayseri,Akkışla,AKKIŞLA/ORTAKÖY KÖYÜ,18662
Kayseri,Develi,DEVELİ/KÜÇÜKKÜNYE KÖYÜ,18663
Kayseri,Pınarbaşı,PINARBAŞI/YUKARIKIZILÇEVRİK KÖYÜ,18664
Kayseri,Tomarza,TOMARZA/GÜZELSU KÖYÜ,18665
Kırşehir,Merkez,KIRŞEHİR/GÖLLÜ KÖYÜ,18666
Sivas,Kangal,KANGAL/YENİKÖY KÖYÜ,18667
Sivas,İmranlı,İMRANLI/YONCABAYIRI KÖYÜ,18668
Sivas,Divriği,DİVRİĞİ/ÇAKMAKDÜZÜ KÖYÜ,18670
Sivas,Merkez,SİVAS/HANLI KÖYÜ,18671
Sivas,Yıldızeli,YILDIZELİ/ALACA KÖYÜ,18673
Sivas,Zara,ZARA/SÖĞÜTLÜ KÖYÜ,18674
Sivas,İmranlı,İMRANLI/KUZKÖY KÖYÜ,18675
Sivas,Yıldızeli,YILDIZELİ/DİREKLİ KÖYÜ,18676
Sivas,Yıldızeli,YILDIZELİ/YUKARIEKECİK KÖYÜ,18677
Yozgat,Merkez,YOZGAT/TOPÇU KÖYÜ,18678
Yozgat,Akdağmadeni,AKDAĞMADENİ/AKÇAKIŞLA KÖYÜ,18679
Aksaray,Merkez,AKSARAY/BÜYÜKGÜVE KÖYÜ,18680
Konya,Hadim,HADİM/DEDEMLİ DOLHANLAR,18681
Konya,Kadınhanı,KADINHANI/ATLANTI BELDESİ,18682
Konya,Karatay,KARATAY/ESENTEPE KÖYÜ,18683
Konya,Cihanbeyli,CİHANBEYLİ/TURANLAR KÖYÜ,18684
Konya,Meram,MERAM/KAYHÜYÜK KÖYÜ,18685
Konya,Meram,MERAM/GÜNEYDERE KÖYÜ,18686
Konya,Karatay,KARATAY/GÖÇÜ KÖYÜ BOZDAĞ,18687
Niğde,Merkez,NİĞDE/KONAKLI BELDESİ,18688
Niğde,Ulukışla,ULUKIŞLA/ÇİFTEKÖY KÖYÜ,18689
Niğde,Merkez,NİĞDE/ULUAĞAÇ KÖYÜ,18690
Ankara,Gölbaşı,GÖLBAŞI/AHİBOZ KÖYÜ,18691
Bartın,Merkez,BARTIN/HASANKADI KÖYÜ,18692
Bolu,Gerede,GEREDE/SAMAT KÖYÜ,18693
Bolu,Dörtdivan,DÖRTDİVAN/ÇETİKÖREN KÖYÜ,18694
Bolu,Mudurnu,MUDURNU/ABANT GÖLÜ,18695
Çankırı,Bayramören,BAYRAMÖREN/KAVAKKÖY KÖYÜ,18696
Çankırı,Merkez,ÇANKIRI/PEHLİVANLI KÖYÜ,18697
Çankırı,Orta,ORTA/KAYIÖREN KÖYÜ,18698
Amasya,Merkez,AMASYA/BELDAĞI KÖYÜ,18699
Çorum,Kargı,KARGI/AKKAYA YAYLASI,18700
Çorum,Merkez,ÇORUM/KONAKLI BELDESİ,18701
Çorum,Merkez,ÇORUM/BÜYÜKGÜLÜCEK KÖYÜ,18702
Çorum,Alaca,ALACA/KARNIKARA KÖYÜ,18703
Kastamonu,İhsangazi,İHSANGAZİ/İNCİĞEZ KÖYÜ,18704
Kastamonu,Araç,ARAÇ ORMAN SAHASI,18705
Kastamonu,Merkez,KASTAMONU/BAŞÖREN KÖYÜ,18706
Ordu,Aybastı,AYBASTI/TOYGAR KÖYÜ,18707
Samsun,Çarşamba,ÇARŞAMBA/EĞRİDERE KÖYÜ,18708
Samsun,Havza,HAVZA/YEŞİLALAN KÖYÜ,18709
Çorum,Bayat,BAYAT,18710
Sinop,Boyabat,BOYABAT DRANAZ TÜNELİ,18711
Tokat,Merkez,TOKAT/AVLUNLAR BELDESİ,18712
Tokat,Reşadiye,REŞADİYE/KIZILCAÖREN BELDESİ,18713
Artvin,Şavşat,ŞAVŞAT/ÇUKUR YAYLASI,18715
Artvin,Yusufeli,YUSUFELİ/DOKUMACILAR KÖYÜ,18716
Artvin,Murgul,MURGUL KARAGÖL,18717
Bayburt,Demirözü,DEMİRÖZÜ/BEŞPINARKÖYÜ,18718
Bayburt,Merkez,BAYBURT/TAŞÇILAR KÖYÜ,18719
Giresun,Dereli,DERELİ/TAMDERE KÖYÜ,18720
Giresun,Bulancak,BULANCAK/SERPİN YAYLASI,18721
Giresun,Alucra,ALUCRA/ÇAKRAK KÖYÜ,18722
Gümüşhane,Merkez,GÜMÜŞHANE/SARGINKAYA KÖYÜ,18723
Gümüşhane,Kürtün,KÜRTÜN/ELCİĞEZ KÖYÜ,18724
Gümüşhane,Kürtün,KÜRTÜN/BEYTARLA KÖYÜ,18725
Gümüşhane,Merkez,GÜMÜŞHANE/AŞAĞIYUVALI KÖYÜ,18726
Gümüşhane,Kürtün,KÜRTÜN/ARPACIK KÖYÜ,18727
Gümüşhane,Merkez,GÜMÜŞHANE/OLUCAK KARAYAYLA,18728
Gümüşhane,Kelkit,KELKİT/KARACAÖREN KÖYÜ,18729
Giresun,Görele,GÖRELE/SİS DAĞI,18730
Rize,Çamlıhemşin,ÇAMLIHEMŞİN/KALEKÖY,18731
Rize,İkizdere,İKİZDERE/ÇAĞRANKAYA YAYLASI,18732
Bayburt,Aydıntepe,AYDINTEPE/KAVLATAN KÖYÜ,18733
İstanbul,Arnavutköy,ARNAVUTKÖY/TERKOS BARAJI,18734
İstanbul,Şile,ŞİLE/İSAKÖY,18735
İstanbul,Pendik,PENDİK/ÖMERLİ BARAJI,18736
Kırklareli,Vize,VİZE/KAZANDERE BARAJI,18737
Sakarya,Kocaali,KOCAALİ/MELEN,18738
Eskişehir,Odunpazarı,ODUNPAZARI/KANLIPINAR KÖYÜ,18739
Eskişehir,Sivrihisar,SİVRİHİSAR/KARACAKAYA KÖYÜ,18740
Bursa,Osmangazi,OSMANGAZİ/GÜNDOĞDU,18741
Uşak,Ulubey,ULUBEY/KURUDERE KÖYÜ,18742
Bursa,Yenişehir,YENİŞEHİR/ALAYLI KÖYÜ,18743
Uşak,Banaz,BANAZ/BAHADIR KÖYÜ,18744
Bursa,Gürsu,GÜRSU,18745
Bursa,Yıldırım,YILDIRIM,18746
Afyonkarahisar,İscehisar,İSCEHİSER/ALANYURT BELDESİ,18747
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/ÇATKUYU KÖYÜ,18748
Afyonkarahisar,Bolvadin,BOLVADİN/KEMERKAYA KÖYÜ,18749
Afyonkarahisar,Merkez,AFYONKARAHİSAR/KOCATEPE,18750
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/YILDIRIMKEMAL KÖYÜ,18751
Uşak,Merkez,UŞAK/SUSUZÖREN KÖYÜ,18752
Konya,Selçuklu,SELÇUKLU/SİLLE BARAJI,18753
Denizli,Honaz,HONAZ/KAKLIK BELDESİ,18754
Bursa,İznik,İZNİK/BURSA RADAR SAHASI,18755
Bursa,Osmangazi,OSMANGAZİ/SARIALAN,18756
Afyonkarahisar,Merkez,AFYONKARAHİSAR/OLUCAK KÖYÜ,18757
Konya,Bozkır,BOZKIR/SARIOĞLAN BELDESİ,18758
Konya,Meram,MERAM/İNLİCE BELDESİ,18759
Konya,Meram,MERAM/KONYA KENT ORMANI,18760
Afyonkarahisar,Bayat,BAYAT/KÖROĞLU BELİ,18761
Adıyaman,Çelikhan,ÇELİKHAN/PINARBAŞI,18762
Bingöl,Genç,GENÇ/BAYIRLI KÖYÜ,18763
Bingöl,Karlıova,KARLIOVA/KAYNAK KÖYÜ,18764
Elazığ,Arıcak,ARICAK/ERİMLİ MEVKİ,18765
Elazığ,Merkez,ELAZIĞ/ÇÖTELİ KÖYÜ,18766
Malatya,Akçadağ,AKÇADAĞ/HANÇERLİ KÖYÜ,18767
Tunceli,Pertek,PERTEK/AŞAĞIGÜLBAHÇE KÖYÜ,18769
Malatya,Merkez,MALATYA/BEYDAĞI MEVKİ,18770
Hakkari,Merkez,HAKKARİ/DURANKAYA BELDESİ,18771
Van,Başkale,BAŞKALE/ALBAYRAK KÖYÜ,18772
Van,Başkale,BAŞKALE/ÇALDIRAN KÖYÜ,18773
Van,Bahçesaray,BAHÇESARAY/KARABET TEPESİ,18774
Van,Çaldıran,ÇALDIRAN/BEZİRHANE KÖYÜ,18775
Van,Gürpınar,GÜRPINAR/SEVİNDİK KÖYÜ,18776
Van,İpekyolu,İPEKYOLU/YUKARIGÜNEYCE KÖYÜ,18777
Van,Gevaş,GEVAŞ/AYDINOCAK KÖYÜ,18778
Van,Çaldıran,ÇALDIRAN/AŞAĞIYANIKTAŞ KÖYÜ,18779
Van,İpekyolu,İPEKYOLU/ORTANCA KÖYÜ,18780
Diyarbakır,Sur,SUR/BEYBULAK KÖYÜ,18781
Diyarbakır,Çınar,ÇINAR/KARAÇEVRE KÖYÜ,18782
Diyarbakır,Kayapınar,KAYAPINAR/KARAYAKUP KÖYÜ,18783
Mardin,Artuklu,ARTUKLU/BAĞLICA KÖYÜ,18784
Mardin,Midyat,MİDYAT/HANLAR KÖYÜ,18785
Siirt,Pervari,PERVARİ/OKÇULAR KÖYÜ,18786
Siirt,Pervari,PERVARİ/SARIYAPRAK KÖYÜ,18787
Şanlıurfa,Siverek,SİVEREK/YENİCELİ KÖYÜ,18788
Şırnak,Beytüşşebap,BEYTÜŞŞEBAP/BOĞAZÖREN KÖYÜ,18789
Edirne,İpsala,İPSALA/HACI KÖYÜ,18790
Edirne,Lalapaşa,LALAPAŞA/ÖMEROBA KÖYÜ,18791
İstanbul,Şile,ŞİLE/DARLIK KÖYÜ,18792
İstanbul,Silivri,SİLİVRİ ORMAN SAHASI,18793
Kırklareli,Babaeski,BABAESKİ/YENİMAHALLE KÖYÜ,18794
Kırklareli,Demirköy,DEMİRKÖY/BEĞENDİK KÖYÜ,18795
Kırklareli,Lüleburgaz,LÜLEBURGAZ/AHMETBEY BELDESİ,18796
Kırklareli,Pınarhisar,PINARHİSAR/MAHYA DAĞI,18797
Kocaeli,Kandıra,KANDIRA/AKÇAOVA BELDESİ,18798
Kocaeli,İzmit,İZMİT/AKMEŞE BELDESİ,18799
Kocaeli,İzmit,İZMİT ORMAN SAHASI,18800
Kocaeli,Başiskele,BAŞİSKELE/YUVACIK ORMAN SAHASI,18801
Kocaeli,Derince,DERİNCE/KARAGÖLLÜ KÖYÜ,18802
Sakarya,Geyve,GEYVE/HİSARLIK KÖYÜ,18803
Tekirdağ,Süleymanpaşa,SÜLEYMANPAŞA/BANARLI MAHALLESİ,18804
Tekirdağ,Malkara,MALKARA/DOĞANKÖY,18805
Tekirdağ,Şarköy,ŞARKÖY/GANOS DAĞI,18806
Yalova,Çiftlikköy,ÇİFTLİKKÖY/SUGÖREN RADAR MEVKİ,18807
Aydın,Didim,DİDİM/AKBÜK BELDESİ,18808
Aydın,Çine,ÇİNE/BAHÇEARASI KÖYÜ,18809
Aydın,Söke,SÖKE/KARAKAYA KÖYÜ,18810
Aydın,Çine,ÇİNE/HACIPAŞALAR KÖYÜ,18811
Balıkesir,Balya,BALYA/HİSARALAN ORMAN SAHASI,18812
Balıkesir,Edremit,EDREMİT/KAZ DAĞI MİLLİ PARKI,18813
Balıkesir,Balya,BALYA/DÖRTYOL KÖYÜ,18814
Balıkesir,Altıeylül,ALTIEYLÜL/KİRAZPINAR KÖYÜ,18815
Balıkesir,Dursunbey,DURSUNBEY/KAVACIK BELDESİ,18816
Çanakkale,Bayramiç,BAYRAMİÇ/KARAKÖY KÖYÜ,18817
Çanakkale,Merkez,ÇANAKKALE/KİRAZLI BELDESİ,18818
Çanakkale,Ezine,EZİNE/ÇAMLICA KÖYÜ ORMAN SAHASI,18819
İzmir,Kınık,KINIK/KÖSELER KÖYÜ,18820
İzmir,Bergama,BERGAMA/ÇAMAVLU KÖYÜ,18821
İzmir,Bayındır,BAYINDIR/ÇINARDİBİ KÖYÜ,18822
İzmir,Bergama,BERGAMA/İNCECİKLER ORMAN SAHASI,18823
Manisa,Akhisar,AKHİSAR/MECİDİYE BELDESİ,18824
Manisa,Saruhanlı,SARUHANLI/SARIÇAM KÖYÜ,18825
Manisa,Saruhanlı,SARUHANLI/TİRKEŞ KÖYÜ,18826
Manisa,Salihli,SALİHLİ/İĞDECİK KÖYÜ,18827
Bilecik,Bozüyük,BOZÜYÜK/DODURGA BELDESİ,18828
Bursa,Karacabey,KARACABEY/BAYRAMDERE GÖLETİ,18829
Bursa,Mustafakemalpaşa,MUSTAFAKEMALPAŞA/ ESKİKIZILELMA KÖYÜ,18830
Bursa,Mustafakemalpaşa,MUSTAFAKEMALPAŞA/GÜRGENDAĞ ORMAN SAHASI,18831
Eskişehir,Seyitgazi,SEYİTGAZİ/KIRKA BELDESİ,18832
Eskişehir,Mihalıçcık,MİHALIÇÇIK/KIZILTEPE ORMAN SAHASI,18833
Eskişehir,Tepebaşı,TEPEBAŞI/ÇANAKKIRAN KÖYÜ,18834
Kütahya,Hisarcık,HİSARCIK,18835
Kütahya,Simav,SİMAV/SÖĞÜT ORMAN SAHASI,18836
Antalya,Alanya,ALANYA/KEŞEFLİ,18837
Antalya,Alanya,ALANYA/OKURCALAR BELDESİ,18838
Antalya,Manavgat,MANAVGAT ORMAN SAHASI,18839
Burdur,Bucak,BUCAK/KIZILKAYA BELDESİ,18841
Burdur,Bucak,BUCAK/PAMUCAK ORMAN SAHASI,18842
Burdur,Yeşilova,YEŞİLOVA/BAYINDIR KÖYÜ,18843
Isparta,Sütçüler,SÜTÇÜLER/KASIMLAR BELDESİ,18844
Isparta,Sütçüler,SÜTÇÜLER / AYVALIIPINAR BELDESİ,18845
Isparta,Yalvaç,YALVAÇ/YARIKKAYA KÖYÜ,18846
Muğla,Seydikemer,SEYDİKEMER,18847
Muğla,Ula,ULA/KAVAKÇALI KÖYÜ,18848
Muğla,Milas,MİLAS ORMAN SAHASI,18849
Afyonkarahisar,Çay,ÇAY/DEVEDERESİ KÖYÜ,18850
Afyonkarahisar,Dinar,DİNAR/TATARLI BELDESİ,18851
Denizli,Çivril,ÇİVRİL/KIRALAN BELDESİ,18852
Denizli,Buldan,BULDAN/KARAKÖY KÖYÜ,18853
Denizli,Acıpayam,ACIPAYAM/ALCI ORMAN SAHASI,18854
Uşak,Eşme,EŞME/DELİBAŞLI KÖYÜ,18855
Uşak,Merkez,UŞAK TEKSTİL OSB,18856
Uşak,Banaz,BANAZ ORMAN SAHASI,18857
Hatay,Arsuz,ARSUZ,18858
Adana,Sarıçam,SARIÇAM/YAĞIZLAR GÖLETİ,18859
Adana,Sarıçam,SARIÇAM/HACI SABANCI OSB,18860
Adana,Kozan,KOZAN/ACARYAYLA ORMAN SAHASI,18861
Adana,Pozantı,POZANTI/AKÇATEKİR,18862
Adana,Feke,FEKE/MANSURLU ORMAN SAHASI,18863
Gaziantep,Oğuzeli,OĞUZELİ/KOVANLI KÖYÜ,18864
Gaziantep,İslahiye,İSLAHİYE/ALACA KÖYÜ,18865
Kahramanmaraş,Onikişubat,ONİKİŞUBAT/TEKİR BELDESİ,18867
Kahramanmaraş,Afşin,AFŞİN/TÜRKÇAYIRI KÖYÜ,18868
Kilis,Merkez,KİLİS/MISIRCIK KÖYÜ,18869
Mersin,Silifke,SİLİFKE/AKDERE ORMAN SAHASI,18870
Mersin,Mut,MUT/ÇORTAK KÖYÜ,18871
Osmaniye,Kadirli,KADİRLİ/KARATEPE KÖYÜ,18872
Kayseri,Sarıoğlan,SARIOĞLAN/TUZLA GÖLÜ,18873
Kayseri,Talas,TALAS/KAMBER KÖYÜ,18874
Kayseri,Sarız,SARIZ/YEDİOLUK KÖYÜ,18875
Kırşehir,Kaman,KAMAN/TEPEKÖY KÖYÜ,18876
Kırşehir,Merkez,KIRŞEHİR/ÇAYAĞZI BELDESİ,18877
Nevşehir,Gülşehir,GÜLŞEHİR/GÖKÇETOPRAK KÖYÜ,18878
Nevşehir,Avanos,AVANOS/TOPAKLI KÖYÜ,18879
Sivas,Yıldızeli,YILDIZELİ/ÇUBUK KÖYÜ,18880
Sivas,Hafik,HAFİK/DERİNCE KÖYÜ,18881
Sivas,Suşehri,SUŞEHRİ/GEMİNBELİ GEÇİDİ,18882
Yozgat,Çekerek,ÇEKEREK/BEYYURDU KÖYÜ,18883
Yozgat,Merkez,YOZGAT/ÇADIRARDIÇ BELDESİ,18884
Yozgat,Yerköy,YERKÖY/SARAY BELDESİ,18886
Konya,Cihanbeyli,CİHANBEYLİ/YENİCEOBA BELDESİ,18887
Aksaray,Merkez,AKSARAY/BORUCU KÖYÜ,18888
Aksaray,Merkez,AKSARAY/HASAN DAĞI,18889
Karaman,Başyayla,BAŞYAYLA,18890
Karaman,Merkez,KARAMAN/TAŞKALE BELDESİ,18891
Karaman,Ermenek,ERMENEK/BALKUSAN KÖYÜ,18892
Karaman,Ayrancı,AYRANCI/BERENDİ KÖYÜ,18893
Konya,Güneysınır,GÜNEYSINIR/SARIHACI KÖYÜ,18894
Konya,Karapınar,KARAPINAR/SAZLIPINAR KÖYÜ,18895
Konya,Selçuklu,SELÇUKLU/BAĞRIKURT,18896
Konya,Beyşehir,BEYŞEHİR/YEŞİLDAĞ ORMAN SAHASI,18897
Konya,Derbent,DERBENT/ALADAĞ,18898
Niğde,Ulukışla,ULUKIŞLA/ALTAY KÖYÜ,18899
Eskişehir,Sivrihisar,SİVRİHİSAR/KAYMAZ BELDESİ,18900
İzmir,Dikili,DİKİLİ/ÇUKURALAN KÖYÜ,18901
Nevşehir,Merkez,NEVŞEHİR/GÖREME,18902
Ankara,Kahramankazan,KAHRAMANKAZAN/SARAYKÖY TOPRAK,18903
Rize,Çayeli,ÇAYELİ BAKIR,18905
Erzurum,İspir,ÇAYIRÖZÜ KÖYÜ,18906
Balıkesir,Bigadiç,BİGADİÇ/GEDİKTEPE,18907
Ankara,Beypazarı,BEYPAZARI/KIRBAŞI,18908
Afyonkarahisar,Dinar,DİNAR/HAYDARLI BELDESİ,18909
Niğde,Ulukışla,ULUKIŞLA/BOLKAR DAĞI,18910
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TINAZTEPE BELDESİ,18912
Bilecik,Merkez,BİLECİK ŞEYH EDEBALİ ÜNİ.,18913
Kastamonu,İnebolu,İNEBOLU/YOLÜSTÜ KÖYÜ,18914
Sakarya,Pamukova,PAMUKOVA/KEMALİYE KÖYÜ,18915
Muş,Merkez,MUŞ/BERCE ALPARSLAN TARIM İŞLETMESİ,18916
İzmir,Kınık,KINIK,18917
Uşak,Merkez,UŞAK/KAYAAĞIL KÖYÜ,18918
Gümüşhane,Merkez,GÜMÜŞHANE/SÜLEYMANİYE KAYAK MERKEZİ,18920
Giresun,Dereli,Giresun / DERELİ/KÜMBET KAYAK MERKEZİ,18921
Şanlıurfa,Siverek,SİVEREK/KARACADAĞ RADAR SAHASI,18922
Kayseri,Kocasinan,KOCASİNAN/HİMMETDEDE KÖYÜ,18923
Bilecik,Pazaryeri,PAZARYERİ/BOZCAARMUT KÖYÜ,18925
Kırşehir,Kaman,KAMAN/YELEK BELDESİ,18926
Afyonkarahisar,Sandıklı,SANDIKLI/HÜDAİ KAPLICALARI,18927
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TAŞOLUK BELDESİ,18928
Afyonkarahisar,Sandıklı,SANDIKLI/AKDAĞ TABİAT PARKI,18929
Afyonkarahisar,Şuhut,ŞUHUT/MAHMUT KÖYÜ,18930
Artvin,Arhavi,ARHAVİ/BOYUNCUK KÖYÜ,18931
Artvin,Hopa,HOPA/ÇAVUŞLU KÖYÜ,18932
Artvin,Kemalpaşa,KEMALPAŞA/KÖPRÜCÜ KÖYÜ,18933
Rize,Fındıklı,FINDIKLI/YENİŞEHİTLİK KÖYÜ,18934
Rize,Güneysu,GÜNEYSU/HANDÜZÜ YAYLASI,18935
Trabzon,Şalpazarı,ŞALPAZARI/SÜTPINAR KÖYÜ,18936
Rize,Merkez,RİZE/TAŞKÖPRÜ KÖYÜ,18937
Amasya,Taşova,TAŞOVA/BORABOY GÖLÜ,18938
Tokat,Pazar,PAZAR/BALLICA KÖYÜ,18939
Tokat,Reşadiye,REŞADİYE/YOLÜSTÜ KÖYÜ,18940
Kayseri,Yahyalı,YAHYALI/SÜLEYMANFAKILI KÖYÜ,18941
Elazığ,Baskil,BASKİL/KUŞSARAYI,18943
Tokat,Merkez,TOKAT/KEMALPAŞA KÖYÜ,18944
İzmir,Bergama,BERGAMA/ÇAMKÖY,18945
Eskişehir,Odunpazarı,ODUNPAZARI/KİREÇKÖYÜ,18946
Afyonkarahisar,Sandıklı,SANDIKLI /BALLIK KÖYÜ,18947
Yalova,Merkez,YALOVA ARAŞTIRMA,18948
Adıyaman,Çelikhan,ÇELİKHAN/ÇAT BARAJI,18949
Malatya,Doğanşehir,DOĞANŞEHİR/POLAT BARAJI,18950
Malatya,Kale,MALATYA/KAPIKAYA BARAJI,18951
Elazığ,Karakoçan,KARAKOÇAN/ÖZLÜCE BARAJI,18952
Bingöl,Merkez,BİNGÖL/GAYT BARAJI,18953
Bingöl,Merkez,BİNGÖL/GÜLBAHAR BARAJI,18954
Antalya,Konyaaltı,AKDENİZ ÜNİVERSİTESİ,18955
Artvin,Borçka,BORÇKA/ALACA KÖYÜ,18959
Erzurum,Palandöken,PALANDÖKEN/KONAKLI KÖYÜ,18960
Kırşehir,Mucur,MUCUR/KEPEZ KÖYÜ,18961
Artvin,Ardanuç,ARDANUÇ/OVACIK KÖYÜ,18962
Rize,İkizdere,İKİZDERE/OVİT,18963
Artvin,Merkez,ARTVİN/MERSİVAN KAYAK MERKEZİ,18964
Artvin,Şavşat,ŞAVŞAT/MEYDANCIK KÖYÜ,18965
Artvin,Şavşat,ŞAVŞAT/YAVUZKÖY,18966
Artvin,Yusufeli,YUSUFELİ/DARICA KÖYÜ,18967
Artvin,Yusufeli,YUSUFELİ/KILIÇKAYA KÖYÜ,18969
Artvin,Merkez,ARTVİN/YUKARIMADEN KÖYÜ,18970
Kilis,Merkez,KİLİS/RESUL OSMAN DAĞI,18971
Samsun,Canik,CANİK/DÜZÖREN KÖYÜ,18972
Ordu,Fatsa,FATSA/ILICA,18973
Samsun,Kavak,KAVAK/DORUK KÖYÜ,18974
Samsun,Kavak,KAVAK/MAHMUTBEYLİ,18975
Ordu,Perşembe,PERŞEMBE/EKİNCİLER KÖYÜ,18976
Trabzon,Düzköy,DÜZKÖY/ÇAL KÖYÜ,18978
Ankara,Gölbaşı,GÖLBAŞI/YAĞLIPINAR KÖYÜ,18979
İstanbul,Sarıyer,SARIYER/İTÜ MASLAK YERLEŞKESİ,18980
Erzincan,Refahiye,REFAHİYE/KAYI KÖYÜ,18987
Kahramanmaraş,Pazarcık,PAZARCIK/ÇINARLI,18988
Mersin,Mezitli,MEZİTLİ/ÇEVLİK KÖYÜ,18989
Mersin,Mezitli,MEZİTLİ/FINDIKPINARI,18990
Mersin,Mezitli,MEZİTLİ/KUZUCUBELEN,18991
Mersin,Toroslar,TOROSLAR/DALAKDERESİ,18992
Mersin,Toroslar,TOROSLAR/GÖZNE,18993
Mersin,Toroslar,TOROSLAR/YAVCA,18994
Burdur,Merkez,BURDUR GÖLÜ,18995
Antalya,Finike,FİNİKE/SAKLISU,18996
Kastamonu,Merkez,KASTAMONU/MESCİT KÖYÜ,18997
Erzincan,Merkez,ERZİNCAN/DEREYURT KÖYÜ,18998
Niğde,Merkez,NİĞDE/BAĞLAMA BELDESİ,19001
Niğde,Merkez,NİĞDE/KIZILÖREN KÖYÜ,19002
Ankara,Kalecik,KALECİK/KOYUNBABA KÖYÜ,19003
Ankara,Bala,BALA/SOFULAR KÖYÜ,19004
Ankara,Kızılcahamam,KIZILCAHAMAM/GÜVEM BELDESİ,19005
Ankara,Kızılcahamam,KIZILCAHAMAM/YILDIRIM ORMAN SAHASI,19006
Bartın,Merkez,BARTIN/KOZCAĞIZ BELDESİ,19007
Bartın,Ulus,ULUS/CEYÜPLER KÖYÜ,19008
Bartın,Ulus,ULUS/ÇUBUKELİ KÖYÜ,19009
Karabük,Safranbolu,SAFRANBOLU ORMAN SAHASI,19010
Bolu,Göynük,GÖYNÜK/HİMMETOĞLU KÖYÜ,19011
Bolu,Merkez,BOLU/ÇELE ORMAN SAHASI,19012
Bolu,Merkez,BOLU/BALTALI KÖYÜ,19013
